sentiment,negative reviews
negative,"I regret booking here. The awful was so food quality, and the view from the room was even worse."
negative,Do yourself a favor and skip this one. The dreadful was restaurant service and the bed comfort was unacceptable.
negative,A huge letdown. The nightmarish was customer service and the view from the room was below standard.
negative,It was a nightmare! The miserable was spa and the parking availability was simply horrible.
negative,"I had high hopes, but the terrible was WiFi speed and the staff friendliness was disappointing."
negative,Do yourself a favor and skip this one. The poor was check-in process and the staff friendliness was unacceptable.
negative,"I had high hopes, but the shocking was staff friendliness and the gym was disappointing."
negative,It was a nightmare! The awful was noise levels and the parking availability was simply horrible.
negative,Worst experience ever! The unacceptable was restaurant service and the noise levels ruined my trip.
negative,Never staying here again! The frustrating was completely location and the view from the room was miserable.
negative,It was a nightmare! The subpar was check-in process and the restaurant service was simply horrible.
negative,Worst experience ever! The unbearable was staff friendliness and the bar ruined my trip.
negative,"The stay was completely unacceptable. The view from the room was awful, and the air conditioning was unacceptable."
negative,Avoid at all costs! The dreadful was bed comfort and the breakfast options made it unbearable.
negative,Avoid at all costs! The poor was room cleanliness and the staff friendliness made it unbearable.
negative,Avoid at all costs! The dreadful was bathroom facilities and the staff friendliness made it unbearable.
negative,It was a nightmare! The unbearable was view from the room and the food quality was simply horrible.
negative,It was a nightmare! The pathetic was noise levels and the view from the room was simply horrible.
negative,Avoid at all costs! The poor was breakfast options and the parking availability made it unbearable.
negative,I can't believe how terrible this place was. The bathroom facilities was a disaster and the spa was appalling.
negative,It was a nightmare! The poor was breakfast options and the staff friendliness was simply horrible.
