sentiment,negative reviews
negative,"I regret booking with this airline. The nightmarish was so bathroom cleanliness, and the turbulence handling made it worse."
negative,"Had high hopes, but the horrible was food quality and the flight entertainment was disappointing."
negative,Do yourself a favor and fly elsewhere. The uncomfortable was overhead storage and the aircraft cleanliness was the worst.
negative,"The flight was completely uncomfortable. The in-flight announcements was awful, and the flight entertainment was unacceptable."
negative,Do yourself a favor and fly elsewhere. The disastrous was turbulence handling and the customer service was the worst.
negative,Never flying with them again! The awful was completely snack options and the aircraft cleanliness was miserable.
negative,"I can't believe how uncomfortable this flight was. The turbulence handling was a mess, and the food quality was unacceptable."
negative,"The flight was completely disastrous. The turbulence handling was awful, and the legroom was unacceptable."
negative,It was a disaster! The terrible was ticket pricing and the boarding process was simply awful.
negative,Never flying with them again! The nightmarish was completely in-flight announcements and the seat comfort was miserable.
negative,Do yourself a favor and fly elsewhere. The nightmarish was customer service and the flight entertainment was the worst.
negative,"I can't believe how frustrating this flight was. The overhead storage was a mess, and the legroom was unacceptable."
negative,Worst flight ever! The disastrous was snack options and the WiFi speed ruined my experience.
negative,A huge disappointment. The terrible was ticket pricing and the air conditioning was below standard.
negative,"I can't believe how poor this flight was. The in-flight announcements was a mess, and the flight entertainment was unacceptable."
negative,Never flying with them again! The uncomfortable was completely seat comfort and the flight entertainment was miserable.
negative,Avoid this airline! The frustrating was snack options and the turbulence handling was a nightmare.
negative,It was a disaster! The nightmarish was legroom and the bathroom cleanliness was simply awful.
negative,"The flight was completely nightmarish. The customer service was awful, and the crew friendliness was unacceptable."
negative,Worst flight ever! The uncomfortable was baggage handling and the crew friendliness ruined my experience.
negative,It was a disaster! The nightmarish was food quality and the punctuality was simply awful.
negative,"The flight was completely disastrous. The ticket pricing was awful, and the customer service was unacceptable."
negative,A huge disappointment. The horrible was bathroom cleanliness and the aircraft cleanliness was below standard.
negative,"The flight was completely awful. The baggage handling was awful, and the crew friendliness was unacceptable."
negative,"I regret booking with this airline. The uncomfortable was so aircraft cleanliness, and the check-in process made it worse."
